Spotify ID,Title,Artists,Year,Rank,Genres,Acousticness,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Top 50
4FkgULes13bk2eHrsJg4q9,I Want Crazy - Encore,Hunter Hayes,2013,72,"contemporary country, country, country road, modern country rock, pop, post-teen pop",0.0539,0.878,0,8,0.112,-4.806,1,0.0387,103.029,4,0.558,1
5HOpkTTVcmZHnthgyxrIL8,The Fox (What Does the Fox Say?),Ylvis,2013,73,comic,0.107,0.867,0,6,0.119,-4.292,1,0.0453,128.008,4,0.546,1
5T7ZFtCcOgkpjxcuaeZbw0,Best Song Ever,One Direction,2013,74,"boy band, pop, post-teen pop, talent show",0.0227,0.877,0,1,0.0789,-2.986,1,0.0465,118.491,4,0.486,1
1VdZ0vKfR5jneCmWIUAMxK,The A Team,Ed Sheeran,2013,75,"pop, uk pop",0.669,0.289,0,9,0.18,-9.918,1,0.0367,84.996,4,0.407,1
2yZax79pOrYuyIFVW2cZY2,Carry On,fun.,2013,76,"emo rap, miami hip hop",0.768,0.197,0.000276,3,0.296,-13.378,0,0.537,147.899,4,0.383,1
4wFUdSCer8bdQsrp1M90sa,Highway Don't Care,Tim McGraw With Taylor Swift,2013,77,"country road, contemporary country, country",0.0216,0.79,0,2,0.0863,-5.352,1,0.039,158.061,4,0.495,1
5HGibWoxnkYSkl6mHmAlOE,That's My Kind Of Night,Luke Bryan,2013,78,"contemporary country, country, country road",0.0571,0.751,0,7,0.105,-2.909,1,0.0481,109.995,4,0.875,1
6REbwUNlppTfcnV4d4ZoZi,Swimming Pools (Drank),Kendrick Lamar,2013,79,"conscious hip hop, hip hop, rap, west coast rap",0.00627,0.447,0.00022,8,0.0899,-5.892,1,0.277,74.236,4,0.189,1
5yIiXdLRE85OBiQmCaUenq,Sure Be Cool If You Did,Blake Shelton,2013,80,"contemporary country, country, country road, oklahoma country",0.255,0.726,0,11,0.108,-4.625,1,0.035,136.802,4,0.582,1
6s8nHXTJVqFjXE4yVZPDHR,Troublemaker (feat. Flo Rida),Olly Murs Featuring Flo Rida,2013,82,"pop, dance pop",0.015,0.863,0,0,0.125,-3.689,0,0.0561,106.012,4,0.965,1
0rFZaQ4crlGAzuCjWCQ2xu,Body Party,Ciara,2013,83,"dance pop, hip pop, pop, post-teen pop, r&b, urban contemporary",0.0143,0.576,0,2,0.602,-6.299,1,0.0563,133.973,4,0.12,1
25cUhiAod71TIQSNicOaW3,Adorn,Miguel,2012,97,"dance pop, pop, r&b, urban contemporary",0.0543,0.576,4.07E-05,11,0.187,-5.693,0,0.175,179.063,4,0.235,1
1X1DWw2pcNZ8zSub3uhlNz,Hall of Fame (feat. will.i.am),The Script Featuring will.i.am,2013,85,"pop, dance pop",0.0654,0.873,0,10,0.123,-4.343,1,0.0564,84.786,4,0.629,1
4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2012,74,"dance pop, pop, r&b, urban contemporary",0.248,0.677,0,5,0.368,-6.628,1,0.0393,124.91,4,0.248,1
2mXsZsJBThTaJXbNcg5QD4,Mama's Broken Heart,Miranda Lambert,2013,89,"contemporary country, country, country dawn, country road",0.278,0.809,0,4,0.139,-4.204,0,0.0616,111.989,4,0.748,1
6GsAD8PgHxmEuIPTG8GP3M,It Goes Like This,Thomas Rhett,2013,90,"contemporary country, country, country road, modern country rock",0.117,0.837,0,11,0.0872,-6.448,1,0.0608,168.056,4,0.506,1
0uFvvXbmGIXlf5ZgtHyYpf,Bugatti,Ace Hood Featuring Future & Rick Ross,2013,91,"dirty south rap, hip hop, pop rap, southern hip hop, gangster rap, rap, trap",0.0191,0.592,0,1,0.0955,-4.947,1,0.0545,130.205,4,0.0663,1
0p1BcEcYVO3uk4KDf3gzkY,Wanted,Hunter Hayes,2012,52,"contemporary country, country, country road, modern country rock, pop, post-teen pop",0.268,0.476,0,0,0.0816,-7.692,1,0.0298,169.784,4,0.3,1
3Ga6eKrUFf12ouh9Yw3v2D,Downtown,Lady Antebellum,2013,93,"funk carioca, funk pop, pagode baiano, pop nacional, latin, reggaeton, reggaeton colombiano, trap latino",0.18,0.679,7.26E-05,4,0.068,-4.985,0,0.135,166.008,4,0.619,1
6s9ICeczYOfbHHIaSMq9jd,Get Your Shine On,Florida Georgia Line,2013,94,"contemporary country, country, country pop, country road, modern country rock",0.00286,0.927,1.26E-06,0,0.413,-4.52,1,0.0371,96.991,4,0.607,1
01TuObJVd7owWchVRuQbQw,#thatPOWER,will.i.am Featuring Justin Bieber,2013,95,pop,0.00112,0.608,7.66E-05,6,0.0748,-6.096,0,0.0584,127.999,4,0.402,1
6Uy6K3KdmUdAfelUp0SeXn,Brave,Sara Bareilles,2013,96,"acoustic pop, dance pop, lilith, neo mellow, pop, pop rock",0.00502,0.836,2.10E-05,10,0.0425,-3.838,0,0.0524,185.063,4,0.758,1
0JmiBCpWc1IAc0et7Xm7FL,Let Her Go,Passenger,2013,97,"folk-pop, neo mellow, pop, pop rock",0.365,0.545,0,7,0.0963,-7.346,1,0.0688,74.897,4,0.243,1
6enPOmd3vSFpI4jjms8kXN,Runnin' Outta Moonlight,Randy Houser,2013,98,"contemporary country, country, country road, modern country rock, redneck",0.0354,0.801,3.17E-06,2,0.0637,-3.717,1,0.0393,172.024,4,0.769,1
6J5sxraPPZ4b0CVOGAgpXj,I'm Different,2 Chainz,2013,99,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",0.0473,0.702,0,10,0.0838,-5.305,1,0.0615,97.524,4,0.704,1
1yjY7rpaAQvKwpdUliHx0d,Still into You,Paramore,2013,100,"candy pop, pixie, pop emo, pop punk",0.0098,0.923,0,5,0.0561,-3.763,1,0.044,136.01,4,0.765,1
5jrdCoLpJSvHHorevXBATy,Dark Horse,Katy Perry Featuring Juicy J,2014,2,pop rap,0.00314,0.585,0,6,0.165,-6.122,1,0.0513,131.931,4,0.353,0
3U4isOIWM3VvDubwSI3y7a,All of Me,John Legend,2014,3,"neo soul, pop, pop soul, r&b, urban contemporary",0.922,0.264,0,8,0.132,-7.064,1,0.0322,119.93,4,0.331,0
6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,OneRepublic,2013,63,"dance pop, neo mellow, piano rock, pop, pop rock",0.0654,0.705,0,1,0.115,-4.972,0,0.0382,122.017,4,0.477,1
6g6A7qNhTfUgOSH7ROOxTD,Talk Dirty (feat. 2 Chainz),Jason Derulo Featuring 2 Chainz,2014,6,pop rap,0.0348,0.652,0,6,0.307,-7.321,1,0.232,100.315,4,0.759,0
6RtPijgfPKROxEzTHNRiDp,Rude,MAGIC!,2014,7,reggae fusion,0.0423,0.756,0,1,0.305,-4.995,1,0.0389,144.032,4,0.931,0
5jE48hhRu8E6zBDPRSkEq7,All About That Bass,Meghan Trainor,2014,8,"dance pop, hip pop, pop, post-teen pop",0.0573,0.887,2.87E-06,9,0.124,-3.726,1,0.0503,134.052,4,0.961,0
7vS3Y0IKjde7Xg85LWIEdP,Problem,Ariana Grande Featuring Iggy Azalea,2014,9,"pop, dance pop",0.0192,0.805,8.83E-06,1,0.159,-5.352,0,0.153,103.008,4,0.625,0
2WYs5LxOZfEyURXu7V0O1a,Stay With Me,Sam Smith,2014,10,"aesthetic rap, sad rap",0.302,0.844,0,9,0.374,-7.649,1,0.335,126.677,5,0.335,0
3cHyrEgdyYRjgJKSOiOtcS,Timber (feat. Ke$ha),Pitbull Featuring Ke$ha,2014,11,"pop, dance pop",0.0295,0.963,0,11,0.139,-4.087,1,0.0981,129.992,4,0.788,0
3gbBpTdY8lnQwqxNCcf795,Pompeii,Bastille,2014,12,"metropopolis, modern rock, pop, pop rock, tropical house",0.0755,0.715,0,9,0.271,-6.383,1,0.0407,127.435,4,0.571,0
5xTtaWoae3wi06K5WfVUUH,Shake It Off,Taylor Swift,2014,13,pop,0.0561,0.785,0,7,0.148,-5.414,1,0.165,160.02,4,0.943,0
1fidCEsYlaVE3pHwKCvpFZ,Am I Wrong,Nico & Vinz,2014,14,"dance pop, pop rap",0.175,0.675,1.58E-06,8,0.55,-6.003,1,0.0312,119.968,4,0.779,0
67awxiNHNyjMXhVgsHuIrs,Turn Down for What,DJ Snake & Lil Jon,2014,15,"pop rap, dance pop",0.00107,0.799,0.128,1,0.057,-4.1,0,0.156,100.014,4,0.0815,0
48RrDBpOSSl1aLVCalGl5C,The Monster,Eminem Featuring Rihanna,2014,16,"detroit hip hop, hip hop, rap, barbadian pop, dance pop, pop, pop rap, urban contemporary",0.0525,0.853,0,1,0.12,-3.68,0,0.0715,110.049,4,0.624,0
6Vc5wAMmXdKIAM7WUoEb7N,Say Something,A Great Big World & Christina Aguilera,2014,17,pop,0.857,0.147,2.89E-06,2,0.0913,-8.822,1,0.0355,141.284,3,0.0765,0
3G6hD9B2ZHOsgf4WfNu7X1,Team,Lorde,2014,18,"art pop, dance pop, electropop, metropopolis, nz pop, pop",0.167,0.578,0,6,0.305,-7.436,1,0.0929,99.961,4,0.416,0
0JmiBCpWc1IAc0et7Xm7FL,Let Her Go,Passenger,2013,97,"folk-pop, neo mellow, pop, pop rock",0.365,0.545,0,7,0.0963,-7.346,1,0.0688,74.897,4,0.243,1
2dLLR6qlu5UJ5gk0dKz0h3,Royals,Lorde,2013,15,"art pop, dance pop, electropop, metropopolis, nz pop, pop",0.121,0.428,0,7,0.132,-9.504,1,0.122,84.878,4,0.337,0
13HVjjWUZFaWilh2QUJKsP,Let It Go,Idina Menzel,2014,21,"modern rock, neo mellow, pop, pop rock",0.818,0.311,1.65E-05,1,0.107,-10.396,1,0.0288,147.464,4,0.246,0
0nrRP2bk19rLc0orkWPQk2,Wake Me Up,Avicii,2013,19,"dance pop, edm, pop, pop dance",0.0038,0.783,0.0012,2,0.161,-5.697,1,0.0523,124.08,4,0.643,0
3LlAyCYU26dvFZBDUIMb7a,Demons,Imagine Dragons,2013,62,"modern rock, pop, rock",0.19,0.71,0.00025,3,0.329,-3.015,1,0.0321,89.938,4,0.428,1
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,2014,24,"boy band, pop, post-teen pop, talent show",0.225,0.663,0,3,0.119,-5.802,1,0.0477,121.07,4,0.286,0
2s1sdSqGcKxpPr5lCl7jAV,Chandelier,Sia,2014,25,"australian dance, australian pop, pop",0.0197,0.787,6.07E-05,1,0.0685,-2.88,1,0.0499,117.089,5,0.572,0
7pNC5ZIKtwUK0ReSpM3P9f,Black Widow,Iggy Azalea Featuring Rita Ora,2014,26,"pop, pop rap, dance pop, post-teen pop",0.192,0.72,0.000386,11,0.109,-3.753,1,0.124,163.99,4,0.519,0
0puf9yIluy9W0vpMEUoAnN,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",2014,27,"pop, pop rap, dance pop",0.26,0.786,0,0,0.38,-3.417,0,0.091,150.028,4,0.751,0
1DunhgeZSEgWiIYbHqXl0c,Latch,Disclosure Featuring Sam Smith,2014,28,pop,0.0178,0.735,0.000193,1,0.089,-5.455,1,0.0919,121.986,4,0.544,0
4gbVRS8gloEluzf0GzDOFc,Maps,Maroon 5,2014,29,"pop, pop rock",0.0205,0.713,0,1,0.059,-5.522,0,0.0303,120.032,4,0.879,0
6SwRhMLwNqEi6alNPVG00n,LOYALTY. FEAT. RIHANNA.,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,2014,30,"conscious hip hop, hip hop, rap, west coast rap, barbadian pop, dance pop, pop, pop rap, urban contemporary",0.0265,0.535,0,9,0.2,-8.983,0,0.0573,110.684,4,0.419,0
5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,American Authors,2014,31,"indie poptimism, modern alternative rock, modern rock, pop, pop rock, rock",0.0591,0.902,0.000262,2,0.0558,-2.392,1,0.0346,100.012,4,0.538,0
14OxJlLdcHNpgsm4DRwDOB,Habits (Stay High),Tove Lo,2014,32,"dance pop, electropop, metropopolis, pop, post-teen pop, swedish electropop, swedish pop, swedish synthpop",0.0702,0.65,6.69E-05,5,0.0829,-3.539,1,0.0313,110.02,4,0.347,0
0Y1MWB026LYxGvhq4EcMiC,Boom Clap,Charli XCX,2014,34,"art pop, candy pop, dance pop, electropop, hyperpop, metropopolis, pop, post-teen pop, uk pop",0.154,0.911,0.000304,4,0.191,-2.28,1,0.0786,91.999,4,0.576,0
6jG2YzhxptolDzLHTGLt7S,Drunk in Love (feat. Jay-Z),Beyonce Featuring Jay Z,2014,35,"dance pop, pop, r&b, east coast hip hop, hip hop, rap",0.00969,0.621,0.00104,5,0.181,-6.902,0,0.0468,140.03,4,0.401,0
794F99D5BQHS5ZGRXAs7I5,Anaconda,Nicki Minaj,2014,36,"dance pop, hip pop, pop, pop rap, queens hip hop",0.0668,0.605,7.78E-06,9,0.214,-6.223,1,0.179,129.994,4,0.646,0
12KUFSHFgT0XCoiSlvdQi4,Break Free,Ariana Grande Featuring Zedd,2014,37,"pop, dance pop",0.0064,0.702,4.35E-05,7,0.204,-5.324,0,0.0455,129.956,4,0.284,0
32lm3769IRfcnrQV11LO4E,Bailando - Spanish Version,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,2014,38,"cubaton, latin, latin pop",0.0426,0.777,3.68E-06,7,0.0451,-3.503,1,0.108,91.017,4,0.961,0
0zMAvsQmaQ4DGsmXtKixpn,Burning Pile,Ellie Goulding,2014,39,vancouver indie,0.0633,0.755,0.00103,5,0.107,-3.724,1,0.0383,140.099,4,0.165,0
2sLwPnIP3CUVmIuHranJZU,Wiggle (feat. Snoop Dogg),Jason Derulo Featuring Snoop Dogg,2014,40,pop rap,0.0802,0.621,0,9,0.162,-6.886,0,0.25,81.946,4,0.721,0
3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),Clean Bandit Featuring Jess Glynne,2014,41,"pop, dance pop, tropical house, pop dance",0.162,0.586,2.03E-06,11,0.193,-6.735,1,0.0377,120.97,4,0.549,0
0Dc7J9VPV4eOInoxUiZrsL,Don't Tell 'Em,Jeremih Featuring YG,2014,42,"hip hop, pop rap, southern hip hop, trap",0.392,0.527,0,2,0.11,-5.225,1,0.0997,98.052,4,0.386,0
01TyFEZu6mHbffsVfxgrFn,Show Me How,Kid Ink Featuring Chris Brown,2014,43,indie pop,0.674,0.267,0.534,5,0.102,-11.997,1,0.0415,165.99,4,0.544,0
2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,Miley Cyrus,2013,18,"dance pop, pop, post-teen pop",0.407,0.422,0,5,0.107,-6.262,1,0.0342,119.964,4,0.349,0
3nB82yGjtbQFSU0JLAwLRH,Not a Bad Thing,Justin Timberlake,2014,45,"dance pop, pop",0.527,0.563,4.58E-06,0,0.134,-9.169,1,0.0719,85.901,4,0.109,0
6F5c58TMEs1byxUstkzVeM,Roar,Katy Perry,2013,10,"dance pop, pop, pop rap, post-teen pop",0.00487,0.772,6.60E-06,7,0.354,-4.821,0,0.0418,179.984,4,0.455,0
1j8z4TTjJ1YOdoFEDwJTQa,Ain't It Fun,Paramore,2014,47,"candy pop, pixie, pop emo, pop punk",0.154,0.893,4.41E-05,9,0.021,-3.681,1,0.0921,104.031,4,0.673,0
3RauEVgRgj1IuWdJ9fDs70,The Man,Aloe Blacc,2014,48,pop,0.0767,0.658,0,0,0.0901,-5.191,1,0.054,110.048,4,0.633,0
2TR7A4ulH9R1PNwMyd8o8U,This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,2014,49,"country road, contemporary country, country",0.016,0.931,0,8,0.405,-2.969,1,0.0367,132.085,4,0.723,0
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,2014,50,"dance pop, pop, pop rap, pop rock, post-teen pop",0.0384,0.791,0,1,0.157,-4.689,1,0.124,102.071,4,0.756,1
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,2014,51,"permanent wave, pop",0.00617,0.675,0.00197,6,0.209,-6.474,1,0.0279,124.97,4,0.162,1
3pXF1nA74528Edde4of9CC,Don't,Ed Sheeran,2014,52,"kentucky hip hop, pop, pop rap, r&b, rap, trap",0.223,0.356,0,11,0.0963,-5.556,0,0.195,96.991,4,0.189,1
5maiP9UMnTSgoxPX8X3bdz,Na Na,Trey Songz,2014,53,"dance pop, hip pop, pop, r&b, southern hip hop, trap, urban contemporary",0.328,0.476,0,9,0.104,-6.253,0,0.0406,96.975,4,0.235,1
2aSC2xhRxOLiiZZVjhbylH,"Hold On, We're Going Home",Drake Featuring Majid Jordan,2013,34,"canadian hip hop, canadian pop, hip hop, rap, toronto rap, alternative r&b, canadian contemporary r&b, pop, r&b, trap soul",0.00421,0.414,2.73E-05,6,0.0724,-7.44,0,0.0946,100.002,4,0.287,0
1irAliF0T8sLIOPJp6n7rU,Single Saturday Night,Ed Sheeran,2014,56,"contemporary country, country, country road, modern country rock",0.118,0.79,0,7,0.226,-5.07,1,0.0473,81.949,4,0.694,1
4G8gkOterJn0Ywt6uhqbhp,Radioactive,Imagine Dragons,2013,3,"modern rock, pop, rock",0.106,0.784,0.000108,9,0.668,-3.686,1,0.0627,136.245,4,0.236,0
13P5rwmk2EsoFRIz9UCeh9,Cool Kids,Echosmith,2014,59,"indie poptimism, pop rock",0.0372,0.671,8.21E-06,8,0.12,-6.279,1,0.0336,130.027,4,0.786,1
4lhqb6JvbHId48OUJGwymk,Hey Brother,Avicii,2014,60,"dance pop, edm, pop, pop dance",0.0309,0.78,4.64E-05,7,0.0828,-4.867,0,0.0436,125.014,4,0.458,1
5KONnBIQ9LqCxyeSPin26k,Trumpets,Jason Derulo,2014,61,"dance pop, pop, pop rap, post-teen pop",0.555,0.691,0,0,0.097,-4.862,1,0.258,82.142,4,0.638,1
2bL2gyO6kBdLkNSkxXNh6x,Animals,Maroon 5,2014,62,"pop, pop rock",0.000185,0.742,0,4,0.593,-6.46,0,0.0898,189.868,4,0.328,1
5HJqpDspKDKwQpLjvkcIsD,Burnin' It Down,Jason Aldean,2014,63,"contemporary country, country, country road",0.305,0.795,9.41E-06,6,0.109,-6.652,1,0.049,135.939,4,0.64,1
03fT3OHB9KyMtGMt2zwqCT,Play It Again,Luke Bryan,2014,64,"contemporary country, country, country road",0.0916,0.886,0,11,0.0734,-3.225,1,0.0655,143.935,4,0.595,1
3jVtllWS5CFFWLQng8sKsr,2 On (feat. ScHoolboy Q),Tinashe Featuring ScHoolboy Q,2014,65,pop rap,0.15,0.595,0,9,0.111,-7.51,1,0.107,101.013,4,0.431,1
2qYsSHsYkihWx043HVJQRV,Dirt Road Anthem,Jason Aldean,2011,43,"contemporary country, country, country road",0.347,0.741,1.87E-06,2,0.117,-5.055,1,0.0357,127.024,4,0.635,0
4AYX69oFP3UOS1CFmV9UfO,Bottoms Up (feat. Nicki Minaj),Trey Songz Featuring Nicki Minaj,2011,64,"pop, dance pop, hip pop",0.0205,0.601,0,1,0.385,-5.283,1,0.157,73.989,4,0.331,1
3DmW6y7wTEYHJZlLo1r6XJ,Shower,Becky G,2014,69,"dance pop, latin, latin pop, latin viral pop, pop, rap latina, reggaeton, trap latino",0.0317,0.529,3.59E-05,2,0.285,-7.548,1,0.0487,119.987,4,0.121,1
1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart,Rixton,2014,70,"pop rock, post-teen pop, viral pop",0.00489,0.783,0,5,0.132,-4.261,0,0.0345,174.084,4,0.551,1
2bL2gyO6kBdLkNSkxXNh6x,Animals,Maroon 5,2014,62,"pop, pop rock",0.000185,0.742,0,4,0.593,-6.46,0,0.0898,189.868,4,0.328,1
7DTlsMOQjGysXHpwwpHuPl,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,2014,72,"pop rap, southern hip hop, rap, gangster rap, atl hip hop, trap",0.0152,0.667,0,1,0.0895,-5.236,1,0.274,87.666,4,0.471,1
1dgWTMoHwTUnQhOQ8SR5fV,American Kids,Kenny Chesney,2014,73,"contemporary country, country, country road",0.0476,0.589,5.85E-06,7,0.0366,-7.37,1,0.1,170.097,4,0.867,1
6Uy6K3KdmUdAfelUp0SeXn,Brave,Sara Bareilles,2013,96,"acoustic pop, dance pop, lilith, neo mellow, pop, pop rock",0.00502,0.836,2.10E-05,10,0.0425,-3.838,0,0.0524,185.063,4,0.758,1
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,2014,75,"modern alternative rock, modern rock, pop",0.0495,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398,1
3wx2kQWPn9p5UppQbNhPAk,Leave The Night On,Sam Hunt,2014,76,"contemporary country, country pop",0.0951,0.951,0,9,0.349,-3.813,1,0.0603,171.96,4,0.838,1
3fBbfrWZUuWWrMQXFISr7N,New Flame (feat. Usher & Rick Ross),Chris Brown Featuring Usher & Rick Ross,2014,77,"pop, r&b, pop rap, dance pop, rap",0.0506,0.629,0,1,0.0963,-4.292,1,0.041,141.967,4,0.446,1
48td6xvpokdYwvbl3JIiXP,Love Never Felt So Good,Michael Jackson & Justin Timberlake,2014,78,pop,0.132,0.719,1.79E-06,7,0.0662,-6.212,0,0.0435,117.513,4,0.712,1
1soxUgYIZb1qx1c7o1Lc7z,Drunk On A Plane,Dierks Bentley,2014,79,"contemporary country, country, country road",0.00495,0.73,1.13E-05,9,0.238,-5.566,1,0.032,205.972,4,0.66,1
4NpDZPwSXmL0cCTaJuVrCw,Birthday Sex,Katy Perry,2014,80,"chicago rap, dance pop, hip hop, pop, pop rap, r&b, southern hip hop, trap, urban contemporary",0.297,0.522,0,7,0.151,-5.603,0,0.0427,60.014,4,0.445,1
1RGIjMFMgJxkZHMDXVYzOJ,Bartender (feat. Akon),Lady Antebellum,2014,81,dance pop,0.0564,0.391,0,8,0.224,-8.504,1,0.0628,104.961,4,0.436,1
4oM9DGUTrRaXJDypxxHztZ,La La Land (feat. YG),Naughty Boy Featuring Sam Smith,2014,82,pop rap,0.221,0.473,0,1,0.222,-5.122,0,0.0569,97.953,4,0.416,1
0n4bITAu0Y0nigrz3MFJMb,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,2013,2,"pop rap, dance pop",0.00334,0.599,7.93E-06,7,0.0759,-4.756,1,0.0411,119.993,4,0.843,0
2Sh4sAOfnSHEVKFyysxzat,Can't Remember to Forget You (feat. Rihanna),Shakira Featuring Rihanna,2014,85,"pop, dance pop",0.122,0.81,0,11,0.141,-3.556,0,0.0661,137.968,4,0.824,1
1JCCdiru7fhstOIF4N7WJC,Amnesia,5 Seconds Of Summer,2014,86,"boy band, dance pop, electropop, pop, post-teen pop",0.0283,0.499,0,2,0.213,-5.237,1,0.0311,101.593,4,0.108,1
2kWowW0k4oFymhkr7LmvzO,Come with Me Now,KONGOS,2014,88,"modern alternative rock, modern blues rock, modern rock, south african pop, south african rock",0.0311,0.726,6.35E-05,10,0.0618,-3.803,0,0.0401,103.987,4,0.728,1
44xO8889yUQHn70P73NILS,Believe Me,Lil Wayne Featuring Drake,2014,89,-,0.129,0.876,1.39E-06,5,0.29,-5.572,0,0.0408,124.999,4,0.645,1
5dNGORzxFb5z3v7vSAFkTU,Beachin',Jake Owen,2014,91,"contemporary country, country, country road, modern country rock",0.344,0.902,4.63E-05,6,0.0669,-5.352,1,0.0601,181.964,4,0.709,1
1MFD6gdVDjFFMM8ItH9ZhI,White Walls (feat. ScHoolboy Q & Hollis),Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,2014,92,pop rap,0.0545,0.782,0,7,0.338,-5.545,1,0.141,116.492,4,0.842,1
1gugDOSMREb34Xo0c1PlxM,She Looks So Perfect,5 Seconds Of Summer,2014,93,"boy band, dance pop, electropop, pop, post-teen pop",0.000569,0.951,0,9,0.327,-4.237,1,0.132,160.025,4,0.441,1
2QtJA4gbwe1AcanB2p21aP,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd Featuring Hayley Williams,2014,94,"complextro, dance pop, edm, electro house, electropop, german techno, pop, pop dance, pop rap, tropical house, art pop, indie pop",0.109,0.738,0,8,0.0947,-3.109,1,0.0411,127.961,4,0.461,1
5hgnY0mVcVetszbb85qeDg,Partition,Beyonce,2014,95,"dance pop, pop, r&b",0.0296,0.441,0.0726,11,0.306,-11.523,0,0.291,185.571,4,0.174,1
29gsi1zZrZxdStACmTQB0Z,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,2014,96,"hip hop, underground hip hop",0.0507,0.589,0,8,0.0585,-7.776,0,0.0433,133.922,3,0.58,1
4jtyUzZm9WLc2AdaJ1dso7,0 To 100 / The Catch Up,Drake,2014,97,"canadian hip hop, canadian pop, hip hop, rap, toronto rap",0.737,0.716,0,11,0.252,-3.964,0,0.39,176.618,4,0.504,1
5aj0xPGiEUN3aI2oOYu14S,I Don't Dance,Lee Brice,2014,98,"contemporary country, country, country road, modern country rock",0.399,0.559,6.69E-06,1,0.0992,-7.742,1,0.0321,92.036,4,0.19,1
6s9m5J92By7jii22Q2XtY2,Somethin' Bad (with Carrie Underwood) - (Duet with Carrie Underwood),Miranda Lambert Duet With Carrie Underwood,2014,99,"country road, country dawn, contemporary country, country",0.0527,0.888,2.82E-06,9,0.0575,-5.308,1,0.055,90.076,4,0.484,1
3jjujdWJ72nww5eGnfs2E7,Adore You,Miley Cyrus,2014,100,pop,0.0237,0.771,7.00E-06,8,0.102,-3.675,1,0.0483,99.048,4,0.569,1
32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),Mark Ronson Featuring Bruno Mars,2015,1,"pop, dance pop",0.00801,0.609,8.15E-05,0,0.0344,-7.223,1,0.0824,114.988,4,0.928,0
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,Ed Sheeran,2015,2,"pop, uk pop",0.474,0.445,0,2,0.184,-6.061,1,0.0295,78.998,4,0.591,0
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),Wiz Khalifa Featuring Charlie Puth,2015,3,"hip hop, rap, colombian pop, pop",0.371,0.559,7.49E-06,6,0.109,-9.222,1,0.0959,78.558,4,0.62,0
2d8JP84HNLKhmd6IYOoupQ,Trap Queen,Fetty Wap,2015,4,"new jersey rap, pop rap, rap, southern hip hop, trap",0.0244,0.873,0,7,0.354,-3.803,1,0.128,148.075,4,0.817,0
2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",Maroon 5,2015,5,"emo, modern rock, rock",0.00579,0.842,0,7,0.122,-4.784,1,0.0843,162.011,4,0.574,0
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,WALK THE MOON,2015,6,"dance pop, dance rock, indie poptimism, modern alternative rock, modern rock, pop rock, rock",0.00701,0.866,0,1,0.257,-3.804,1,0.0619,128.038,4,0.619,0
1p80LdxRV74UKvL8gnD7ky,Blank Space,Taylor Swift,2015,7,pop,0.085,0.678,1.64E-06,5,0.13,-5.421,1,0.0646,96.009,4,0.583,0
5RIVoVdkDLEygELLCniZFr,Watch Me (Whip / Nae Nae),Silento,2015,8,"chicago bop, pinoy hip hop",0.247,0.759,0,8,0.321,-8.541,1,0.121,140.01,4,0.962,0
4frLb7nWtsz2ymBE6k2GRP,Earned It (Fifty Shades Of Grey),The Weeknd,2015,9,"canadian contemporary r&b, canadian pop, pop",0.405,0.291,0,2,0.0771,-8.275,0,0.0348,119.829,3,0.406,0
7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,2015,10,"canadian contemporary r&b, canadian pop, pop",0.0671,0.564,0,0,0.135,-7.063,0,0.0515,113.003,4,0.137,0
023OVLNzXhX0j7CxswUt6D,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,2015,11,dance pop,0.141,0.68,1.20E-05,4,0.138,-6.081,1,0.0305,118.026,4,0.594,0
