Spotify ID            ,Title                                                                                           ,Artists                                                                                  ,Year,Rank,Acousticness,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo  ,Time Signature,Valence,Top 100
2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood                                                                                     ,Shawn Mendes                                                                             ,2018,46  ,0.0573      ,0.712 ,0.0             ,5  ,0.13    ,-7.321  ,1   ,0.066      ,140.025,4             ,0.487  ,0
3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA)                                                                        ,Kendrick Lamar & SZA                                                                     ,2018,47  ,0.0605      ,0.633 ,0.000194        ,8  ,0.0926  ,-4.946  ,1   ,0.0597     ,96.924 ,4             ,0.552  ,0
2UVbBKQOdFAekPTRsnkzcf,Stir Fry                                                                                        ,Migos                                                                                    ,2018,48  ,0.00263     ,0.816 ,0.0             ,2  ,0.159   ,-5.402  ,1   ,0.269      ,181.982,4             ,0.508  ,0
3VlbOrM6nYPprVvzBZllE5,Too Good At Goodbyes                                                                            ,Drake Featuring Rihanna                                                                  ,2016,29  ,0.64        ,0.372 ,0.0             ,5  ,0.169   ,-8.237  ,1   ,0.0432     ,91.873 ,4             ,0.476  ,0
0b9oOr2ZgvyQu88wzixux9,This Is America                                                                                 ,Childish Gambino                                                                         ,2018,51  ,0.117       ,0.463 ,0.0             ,5  ,0.354   ,-6.159  ,1   ,0.137      ,120.024,4             ,0.549  ,1
0TlLq3lA83rQOYtrqBqSct,Nonstop                                                                                         ,Drake                                                                                    ,2018,52  ,0.0165      ,0.412 ,0.0126          ,7  ,0.104   ,-8.074  ,1   ,0.123      ,154.983,4             ,0.423  ,1
1HXy5I3HTWq8OvxCn0z7G7,Heaven                                                                                          ,Kane Brown                                                                               ,2018,53  ,0.263       ,0.556 ,0.0             ,9  ,0.105   ,-6.544  ,1   ,0.0306     ,80.009 ,4             ,0.521  ,1
10Igtw8bSDyyFs7KIsKngZ,Freaky Friday (feat. Chris Brown)                                                               ,Lil Dicky Featuring Chris Brown                                                          ,2018,55  ,0.147       ,0.599 ,0.0             ,8  ,0.109   ,-5.042  ,1   ,0.224      ,133.123,4             ,0.755  ,1
1ZAyjvIk9YiD76yYy0TEG6,Plug Walk                                                                                       ,Rich The Kid                                                                             ,2018,57  ,0.202       ,0.519 ,0.0             ,11 ,0.108   ,-6.531  ,1   ,0.143      ,94.981 ,4             ,0.158  ,1
0y60itmpH0aPKsFiGxmtnh,Wait a Minute!                                                                                  ,Maroon 5                                                                                 ,2018,58  ,0.0371      ,0.705 ,1.94e-05        ,3  ,0.0943  ,-5.279  ,0   ,0.0278     ,101.003,4             ,0.672  ,1
2Yl4OmDby9iitgNWZPwxkd,Be Careful                                                                                      ,Cardi B                                                                                  ,2018,59  ,0.0256      ,0.568 ,0.0             ,6  ,0.0952  ,-8.23   ,0   ,0.411      ,152.279,4             ,0.535  ,1
33gwZOGJWEZ7dRWPqPxBEZ,Wolves (feat. Post Malone)                                                                      ,Selena Gomez X Marshmello                                                                ,2018,60  ,0.0978      ,0.675 ,9.41e-06        ,2  ,0.351   ,-5.267  ,1   ,0.0867     ,160.048,4             ,0.325  ,1
0dIoGTQXDh1wVnhIiSyYEa,Bartier Cardi (feat. 21 Savage)                                                                 ,Cardi B Featuring 21 Savage                                                              ,2018,61  ,0.00111     ,0.524 ,0.000678        ,1  ,0.383   ,-7.955  ,1   ,0.181      ,138.015,4             ,0.109  ,1
5OCJzvD7sykQEKHH7qAC3C,God is a woman                                                                                  ,Ariana Grande                                                                            ,2018,62  ,0.0233      ,0.658 ,6e-05           ,1  ,0.237   ,-5.934  ,1   ,0.0558     ,145.031,4             ,0.268  ,1
0ZNrc4kNeQYD9koZ3KvCsy,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)"                                              ,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj"                                          ,2018,63  ,0.00552     ,0.346 ,0.0             ,1  ,0.0881  ,-7.709  ,1   ,0.331      ,203.911,4             ,0.112  ,1
6wmAHw1szh5RCKSRjiXhPe,How Long                                                                                        ,Charlie Puth                                                                             ,2018,65  ,0.211       ,0.561 ,3.49e-06        ,1  ,0.0383  ,-5.253  ,0   ,0.0778     ,109.974,4             ,0.811  ,1
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke                                                                              ,Khalid                                                                                   ,2017,78  ,0.199       ,0.539 ,1.66e-05        ,1  ,0.165   ,-6.351  ,1   ,0.0421     ,136.949,4             ,0.394  ,1
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa)                                                                        ,Calvin Harris & Dua Lipa                                                                 ,2018,68  ,0.037       ,0.862 ,2.19e-05        ,9  ,0.0814  ,-3.24   ,0   ,0.11       ,123.994,4             ,0.592  ,1
2FY7b99s15jUprqC0M5NCT,Natural                                                                                         ,Imagine Dragons                                                                          ,2018,69  ,0.217       ,0.611 ,0.0             ,2  ,0.0812  ,-6.112  ,1   ,0.0409     ,100.0  ,4             ,0.22   ,1
6EGAfJaLUFzhS4zRBIEQ2J,You Make It Easy                                                                                ,Jason Aldean                                                                             ,2018,70  ,0.143       ,0.574 ,0.0             ,7  ,0.11    ,-5.305  ,1   ,0.0315     ,132.025,3             ,0.406  ,1
7qiZfU4dY1lWllzX7mPBI3,Shape of You                                                                                    ,Ed Sheeran                                                                               ,2017,1   ,0.581       ,0.652 ,0.0             ,1  ,0.0931  ,-3.183  ,0   ,0.0802     ,95.977 ,4             ,0.931  ,0
1XRgIKC5TPwo7nWGyKqgG0,I Get the Bag (feat. Migos)                                                                     ,Gucci Mane Featuring Migos                                                               ,2017,93  ,0.0232      ,0.633 ,0.000343        ,11 ,0.0993  ,-5.475  ,1   ,0.168      ,139.948,4             ,0.425  ,1
5WvAo7DNuPRmk4APhdPzi8,No Brainer                                                                                      ,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo"                           ,2018,73  ,0.0733      ,0.76  ,0.0             ,0  ,0.0865  ,-4.706  ,1   ,0.342      ,135.702,5             ,0.639  ,1
5WoaF1B5XIEnWfmb5NZikf,Sky Walker (feat. Travis Scott)                                                                 ,Miguel Featuring Travis Scott                                                            ,2018,75  ,0.173       ,0.506 ,0.0             ,6  ,0.0866  ,-10.532 ,1   ,0.0434     ,145.965,4             ,0.183  ,1
0OWZFobGSIW9GrSlQ9C5pc,Marry Me                                                                                        ,Thomas Rhett                                                                             ,2018,76  ,0.0977      ,0.412 ,0.0             ,3  ,0.113   ,-8.633  ,1   ,0.029      ,85.028 ,4             ,0.474  ,1
0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid)                                                                 ,"benny blanco, Halsey & Khalid"                                                          ,2018,77  ,0.555       ,0.68  ,0.0             ,6  ,0.116   ,-7.648  ,0   ,0.321      ,89.391 ,4             ,0.319  ,1
09mEdoA6zrmBPgTEN5qXmN,Call Out My Name                                                                                ,The Weeknd                                                                               ,2018,78  ,0.17        ,0.593 ,0.0             ,1  ,0.307   ,-4.954  ,1   ,0.0356     ,134.17 ,3             ,0.175  ,1
51rXHuKN8Loc4sUlKPODgH,"King's Dead (with Kendrick Lamar, Future & James Blake)"                                       ,"Jay Rock, Kendrick Lamar, Future & James Blake"                                         ,2018,79  ,0.000813    ,0.705 ,0.0             ,1  ,0.128   ,-5.008  ,1   ,0.299      ,137.133,4             ,0.376  ,1
3V8UKqhEK5zBkBb6d6ub8i,Te Boté - Remix                                                                                 ,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"                        ,2018,81  ,0.542       ,0.675 ,1.28e-05        ,11 ,0.0595  ,-3.445  ,0   ,0.214      ,96.507 ,4             ,0.442  ,1
4L9Ds4mpD3SuYoWwFUlv16,Simple                                                                                          ,Florida Georgia Line                                                                     ,2018,82  ,0.0791      ,0.882 ,0.0             ,3  ,0.15    ,-3.717  ,1   ,0.0973     ,199.811,4             ,0.864  ,1
02kDW379Yfd5PzW5A6vuGt,Lemonade                                                                                        ,N*E*R*D & Rihanna                                                                        ,2018,83  ,0.256       ,0.66  ,0.0             ,1  ,0.111   ,-6.153  ,0   ,0.079      ,140.04 ,4             ,0.471  ,1
5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255                                                                                  ,Logic Featuring Alessia Cara & Khalid                                                    ,2017,31  ,0.569       ,0.574 ,0.0             ,5  ,0.19    ,-7.788  ,0   ,0.0479     ,100.023,4             ,0.357  ,0
6Vc5wAMmXdKIAM7WUoEb7N,Say Something                                                                                   ,Justin Timberlake Featuring Chris Stapleton                                              ,2018,85  ,0.857       ,0.147 ,2.89e-06        ,2  ,0.0913  ,-8.822  ,1   ,0.0355     ,141.284,3             ,0.0765 ,1
3qN5qMTKyEEmiTZD38BNTT,I'm Upset                                                                                       ,Drake                                                                                    ,2018,86  ,0.279       ,0.586 ,0.0             ,11 ,0.0836  ,-7.866  ,0   ,0.343      ,150.002,4             ,0.492  ,1
0JP9xo3adEtGSdUEISiszL,Moonlight                                                                                       ,XXXTENTACION                                                                             ,2018,88  ,0.556       ,0.537 ,0.00404         ,9  ,0.102   ,-5.723  ,0   ,0.0804     ,128.009,4             ,0.711  ,1
2j5hsQvApottzvTn4pFJWF,What Lovers Do (feat. SZA)                                                                      ,Maroon 5 Featuring SZA                                                                   ,2017,97  ,0.0788      ,0.597 ,5.66e-06        ,5  ,0.1     ,-5.131  ,0   ,0.0611     ,110.001,4             ,0.419  ,1
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3                                                                                   ,Lil Uzi Vert                                                                             ,2017,13  ,0.00264     ,0.75  ,0.0             ,11 ,0.109   ,-6.366  ,0   ,0.231      ,155.096,4             ,0.401  ,0
3sA7HKGzcKTVscdiTCrWpX,Outside Today                                                                                   ,YoungBoy Never Broke Again                                                               ,2018,91  ,0.139       ,0.666 ,0.0             ,11 ,0.105   ,-5.334  ,0   ,0.0694     ,134.068,4             ,0.0585 ,1
6CTWathupIiDs7U4InHnDA,Trip                                                                                            ,Ella Mai                                                                                 ,2018,92  ,0.225       ,0.61  ,0.0             ,11 ,0.107   ,-5.628  ,0   ,0.144      ,79.882 ,4             ,0.358  ,1
7AFASza1mXqntmGtbxXprO,changes                                                                                         ,XXXTENTACION                                                                             ,2018,94  ,0.883       ,0.308 ,0.0             ,11 ,0.0984  ,-10.068 ,1   ,0.029      ,64.934 ,4             ,0.52   ,1
0AS63m1wHv9n4VVRizK6Hc,Mercy                                                                                           ,Shawn Mendes                                                                             ,2017,54  ,0.125       ,0.662 ,0.0             ,11 ,0.111   ,-4.952  ,0   ,0.0827     ,148.128,4             ,0.356  ,1
4gB7HrYHbJVJ5RFOjxmoq4,One Number Away                                                                                 ,Luke Combs                                                                               ,2018,96  ,0.00585     ,0.781 ,0.0             ,6  ,0.191   ,-6.16   ,0   ,0.0311     ,144.075,4             ,0.527  ,1
1BuZAIO8WZpavWVbbq3Lci,Powerglide (feat. Juicy J) - From SR3MM                                                         ,Rae Sremmurd & Juicy J                                                                   ,2018,97  ,0.0168      ,0.831 ,0.0             ,1  ,0.118   ,-4.75   ,0   ,0.15       ,173.948,4             ,0.584  ,1
76cy1WJvNGJTj78UqeA5zr,IDGAF                                                                                           ,Dua Lipa                                                                                 ,2018,98  ,0.0403      ,0.544 ,0.0             ,7  ,0.0824  ,-5.975  ,1   ,0.0943     ,97.028 ,4             ,0.51   ,1
4ipnJyDU3Lq15qBAYNqlqK,Mi Gente                                                                                        ,J Balvin & Willy William Featuring Beyonce                                               ,2017,50  ,0.0179      ,0.687 ,1.17e-05        ,11 ,0.128   ,-4.818  ,0   ,0.0584     ,104.959,4             ,0.308  ,1
0pqnGHJpmpxLKifKRmU6WP,Believer                                                                                        ,Imagine Dragons                                                                          ,2017,9   ,0.0622      ,0.78  ,0.0             ,10 ,0.081   ,-4.374  ,0   ,0.128      ,124.949,4             ,0.666  ,0
2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix                                                                           ,Lil Nas X Featuring Billy Ray Cyrus                                                      ,2019,1   ,0.0533      ,0.619 ,0.0             ,6  ,0.113   ,-5.56   ,1   ,0.102      ,136.041,4             ,0.639  ,0
3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse                                                   ,Post Malone & Swae Lee                                                                   ,2019,2   ,0.556       ,0.479 ,0.0             ,2  ,0.0703  ,-5.574  ,1   ,0.0466     ,89.911 ,4             ,0.913  ,0
7lQ8MOhq6IN2w8EYcFNSUk,Without Me                                                                                      ,Halsey                                                                                   ,2019,3   ,0.00286     ,0.669 ,0.0             ,7  ,0.237   ,-2.827  ,1   ,0.0738     ,112.238,4             ,0.662  ,0
2Fxmhks0bxGSBdJ92vM42m,bad guy                                                                                         ,Billie Eilish                                                                            ,2019,4   ,0.328       ,0.425 ,0.13            ,7  ,0.1     ,-10.965 ,1   ,0.375      ,135.128,4             ,0.562  ,0
7xQAfvXzm3AkraOtGPWIZg,Wow.                                                                                            ,Post Malone                                                                              ,2019,5   ,0.136       ,0.539 ,1.78e-06        ,11 ,0.103   ,-7.359  ,0   ,0.208      ,99.96  ,4             ,0.388  ,0
6ocbgoVGwYJhOv1GgI9NsF,7 rings                                                                                         ,Ariana Grande                                                                            ,2019,7   ,0.592       ,0.317 ,0.0             ,1  ,0.0881  ,-10.732 ,0   ,0.334      ,140.048,4             ,0.327  ,0
161DnLWsx1i3u1JT05lzqU,Talking to the Moon                                                                             ,Khalid                                                                                   ,2019,8   ,0.512       ,0.606 ,0.0             ,1  ,0.106   ,-4.754  ,0   ,0.0301     ,145.837,4             ,0.065  ,0
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE                                                                                      ,Travis Scott                                                                             ,2018,42  ,0.00513     ,0.73  ,0.0             ,8  ,0.124   ,-3.714  ,1   ,0.222      ,155.008,4             ,0.446  ,0
22vgEDb5hykfaTwLuskFGD,Sucker                                                                                          ,Jonas Brothers                                                                           ,2019,10  ,0.0427      ,0.734 ,0.0             ,1  ,0.106   ,-5.065  ,0   ,0.0588     ,137.958,4             ,0.952  ,0
1rqqCSm0Qe4I9rUvWncaom,High Hopes                                                                                      ,Panic! At The Disco                                                                      ,2019,11  ,0.193       ,0.904 ,0.0             ,5  ,0.064   ,-2.729  ,1   ,0.0618     ,82.014 ,4             ,0.681  ,0
3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next"                                                                                 ,Ariana Grande                                                                            ,2019,12  ,0.229       ,0.653 ,0.0             ,1  ,0.101   ,-5.634  ,1   ,0.0658     ,106.966,4             ,0.412  ,0
3HWzoMvoF3TQfYg4UPszDq,Truth Hurts                                                                                     ,Lizzo                                                                                    ,2019,13  ,0.11        ,0.624 ,0.0             ,4  ,0.123   ,-3.046  ,0   ,0.114      ,158.087,4             ,0.412  ,0
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani)                                                          ,Sam Smith & Normani                                                                      ,2019,14  ,0.45        ,0.52  ,1.97e-06        ,8  ,0.222   ,-7.513  ,1   ,0.0656     ,102.998,4             ,0.347  ,0
0TK2YIli7K1leLovkQiNik,Señorita                                                                                        ,Shawn Mendes & Camila Cabello                                                            ,2019,15  ,0.037       ,0.54  ,0.0             ,9  ,0.0945  ,-6.039  ,0   ,0.0287     ,116.947,4             ,0.75   ,0
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber)                                                               ,Ed Sheeran & Justin Bieber                                                               ,2019,16  ,0.0912      ,0.675 ,0.0             ,6  ,0.0894  ,-5.041  ,1   ,0.0442     ,101.956,4             ,0.842  ,0
0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid)                                                                 ,"benny blanco, Halsey & Khalid"                                                          ,2018,77  ,0.555       ,0.68  ,0.0             ,6  ,0.116   ,-7.648  ,0   ,0.321      ,89.391 ,4             ,0.319  ,1
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake)                                                                         ,Meek Mill Featuring Drake                                                                ,2019,18  ,0.259       ,0.496 ,0.0             ,4  ,0.252   ,-6.365  ,0   ,0.0905     ,86.003 ,4             ,0.544  ,0
2VxeLyX666F8uXCJ0dZF8B,Shallow                                                                                         ,Lady Gaga & Bradley Cooper                                                               ,2019,19  ,0.371       ,0.385 ,0.0             ,7  ,0.231   ,-6.362  ,1   ,0.0308     ,95.799 ,4             ,0.323  ,0
6zeeWid2sgw4lap2jV61PZ,Better                                                                                          ,Khalid                                                                                   ,2019,20  ,0.0765      ,0.552 ,0.334           ,0  ,0.104   ,-10.278 ,0   ,0.097      ,97.949 ,4             ,0.112  ,0
6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake)                                                                       ,Chris Brown Featuring Drake                                                              ,2019,21  ,0.123       ,0.454 ,0.0             ,1  ,0.155   ,-6.756  ,0   ,0.153      ,92.928 ,4             ,0.136  ,0
7DnAm9FOTWE3cUvso43HhI,Sweet but Psycho                                                                                ,Ava Max                                                                                  ,2019,23  ,0.0684      ,0.706 ,0.0             ,1  ,0.166   ,-4.719  ,1   ,0.0473     ,133.002,4             ,0.62   ,0
2gwkD6igEhQbDQegRCcdoB,Suge                                                                                            ,DaBaby                                                                                   ,2019,24  ,0.0608      ,0.662 ,0.0             ,2  ,0.127   ,-6.482  ,0   ,0.426      ,75.445 ,4             ,0.844  ,0
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD                                                                                    ,DJ Snake Featuring Bipolar Sunshine                                                      ,2016,80  ,0.149       ,0.364 ,0.0             ,8  ,0.271   ,-11.713 ,1   ,0.276      ,123.984,4             ,0.463  ,1
78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna)                                                                ,Lil Baby & Gunna                                                                         ,2019,26  ,0.0852      ,0.662 ,0.0             ,1  ,0.534   ,-6.903  ,0   ,0.292      ,112.511,4             ,0.389  ,0
7qEHsqek33rTcFNT9PFqLf,Someone You Loved                                                                               ,Lewis Capaldi                                                                            ,2019,27  ,0.751       ,0.405 ,0.0             ,1  ,0.105   ,-5.679  ,1   ,0.0319     ,109.891,4             ,0.446  ,0
1lOe9qE0vR9zwWQAOk6CoO,Ransom                                                                                          ,Lil Tecca                                                                                ,2019,28  ,0.0204      ,0.642 ,0.0             ,7  ,0.0658  ,-6.257  ,0   ,0.287      ,179.974,4             ,0.226  ,0
6LsAAHotRLMOHfCsSfYCsz,If I Can't Have You                                                                             ,Shawn Mendes                                                                             ,2019,29  ,0.524       ,0.809 ,0.0             ,2  ,0.147   ,-4.198  ,1   ,0.0602     ,123.911,4             ,0.864  ,0
0t3ZvGKlmYmVsDzBJAXK8C,Goodbyes (feat. Young Thug)                                                                     ,Post Malone Featuring Young Thug                                                         ,2019,30  ,0.456       ,0.653 ,0.0             ,5  ,0.103   ,-3.875  ,1   ,0.081      ,150.068,4             ,0.163  ,0
0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE (feat. Travis Scott & Offset)                                                              ,Kodak Black Featuring Travis Scott & Offset                                              ,2019,31  ,0.0521      ,0.603 ,0.0             ,8  ,0.0924  ,-5.788  ,0   ,0.176      ,98.043 ,4             ,0.504  ,0
7dt6x5M1jzdTEt8oCbisTK,Better Now                                                                                      ,Post Malone                                                                              ,2018,13  ,0.331       ,0.578 ,0.0             ,10 ,0.135   ,-5.804  ,1   ,0.04       ,145.038,4             ,0.341  ,0
2iUXsYOEPhVqEBwsqP70rE,Youngblood                                                                                      ,5 Seconds Of Summer                                                                      ,2018,36  ,0.0169      ,0.854 ,0.0             ,7  ,0.124   ,-5.114  ,0   ,0.463      ,120.274,4             ,0.152  ,0
5ry2OE6R2zPQFDO85XkgRb,Money In The Grave (Drake ft. Rick Ross)                                                        ,Drake Featuring Rick Ross                                                                ,2019,34  ,0.101       ,0.502 ,0.0             ,10 ,0.122   ,-4.045  ,0   ,0.046      ,100.541,4             ,0.101  ,0
3GJ4hzg4lrGwU51Y3VARbF,Speechless                                                                                      ,Dan + Shay                                                                               ,2019,35  ,0.356       ,0.438 ,0.0             ,1  ,0.24    ,-5.968  ,1   ,0.0298     ,135.929,4             ,0.386  ,0
4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored"                                                      ,Ariana Grande                                                                            ,2019,36  ,0.0421      ,0.554 ,0.0             ,5  ,0.106   ,-5.29   ,0   ,0.0917     ,169.999,4             ,0.335  ,0
0PG9fbaaHFHfre2gUVo7AN,Please Me                                                                                       ,Cardi B & Bruno Mars                                                                     ,2019,37  ,0.0642      ,0.57  ,0.0             ,1  ,0.0832  ,-6.711  ,1   ,0.081      ,133.992,4             ,0.65   ,0
6RRNNciQGZEXnqk8SQ9yv5,You Need To Calm Down                                                                           ,Taylor Swift                                                                             ,2019,39  ,0.00929     ,0.671 ,0.0             ,2  ,0.0637  ,-5.617  ,1   ,0.0553     ,85.026 ,4             ,0.714  ,0
1000nHvUdawXuUHgBod4Wv,Panini                                                                                          ,Lil Nas X                                                                                ,2019,40  ,0.342       ,0.594 ,0.0             ,5  ,0.123   ,-6.146  ,0   ,0.0752     ,153.848,4             ,0.475  ,0
3Ol2xnObFdKV9pmRD2t9x8,Look Back at It                                                                                 ,A Boogie Wit da Hoodie                                                                   ,2019,41  ,0.407       ,0.587 ,0.0             ,3  ,0.148   ,-5.075  ,0   ,0.0413     ,96.057 ,4             ,0.536  ,0
2t8yVaLvJ0RenpXUIAC52d,a lot                                                                                           ,21 Savage                                                                                ,2019,42  ,0.0395      ,0.636 ,0.00125         ,1  ,0.342   ,-7.643  ,1   ,0.086      ,145.972,4             ,0.274  ,0
116H0KvKr2Zl4RPuVBruDO,MIA (feat. Drake)                                                                               ,Bad Bunny Featuring Drake                                                                ,2019,44  ,0.0141      ,0.539 ,0.000496        ,6  ,0.099   ,-6.349  ,0   ,0.0621     ,97.062 ,4             ,0.158  ,0
6uFn47ACjqYkc0jADwEdj1,Pop Out (feat. Lil Tjay)                                                                        ,Polo G Featuring Lil Tjay                                                                ,2019,45  ,0.15        ,0.639 ,0.0             ,1  ,0.0698  ,-7.119  ,1   ,0.467      ,168.112,4             ,0.261  ,0
2rxQMGVafnNaRaXlRMWPde,Beautiful Crazy                                                                                 ,Luke Combs                                                                               ,2019,46  ,0.676       ,0.402 ,0.0             ,11 ,0.0928  ,-7.431  ,1   ,0.0262     ,103.313,4             ,0.382  ,0
5GBuCHuPKx6UC7VsSPK0t3,Thotiana                                                                                        ,Blueface                                                                                 ,2019,47  ,0.18        ,0.382 ,0.0             ,10 ,0.113   ,-12.89  ,0   ,0.269      ,104.025,4             ,0.391  ,0
285pBltuF7vW8TeWk8hdRR,Lucid Dreams                                                                                    ,Juice WRLD                                                                               ,2018,12  ,0.349       ,0.566 ,0.0             ,6  ,0.34    ,-7.23   ,0   ,0.2        ,83.903 ,4             ,0.218  ,0
1xzBco0xcoJEDXktl7Jxrr,Mo Bamba                                                                                        ,Sheck Wes                                                                                ,2019,49  ,0.194       ,0.625 ,0.00986         ,4  ,0.248   ,-5.266  ,1   ,0.0315     ,146.034,4             ,0.261  ,0
4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid)                                                                 ,Ed Sheeran Featuring Khalid                                                              ,2019,50  ,0.124       ,0.648 ,0.0             ,5  ,0.0802  ,-8.113  ,0   ,0.187      ,92.977 ,4             ,0.548  ,1
0QIjsbm2fh1cJ45XO9eGqq,Wake Up in the Sky                                                                              ,Gucci Mane X Bruno Mars X Kodak Black                                                    ,2019,51  ,0.00381     ,0.578 ,0.0             ,4  ,0.359   ,-5.144  ,0   ,0.0485     ,143.01 ,4             ,0.367  ,1
6foY66mWZN0pSRjZ408c00,Whiskey Glasses                                                                                 ,Morgan Wallen                                                                            ,2019,52  ,0.369       ,0.68  ,1.84e-06        ,6  ,0.115   ,-4.58   ,1   ,0.0289     ,149.959,4             ,0.707  ,1
1dyxS3YzBbL0t8rEVwVQ1K,God's Country                                                                                   ,Blake Shelton                                                                            ,2019,53  ,0.0608      ,0.752 ,5.39e-06        ,10 ,0.118   ,-5.106  ,1   ,0.0396     ,139.984,4             ,0.217  ,1
3EPXxR3ImUwfayaurPi3cm,Be Alright                                                                                      ,Dean Lewis                                                                               ,2019,54  ,0.697       ,0.586 ,0.0             ,11 ,0.0813  ,-6.319  ,1   ,0.0362     ,126.684,4             ,0.443  ,1
3j84U36KvLeXNDPv4t5pI8,Pure Water (with Migos)                                                                         ,Mustard & Migos                                                                          ,2019,55  ,0.174       ,0.559 ,0.0             ,0  ,0.344   ,-5.545  ,1   ,0.127      ,202.015,4             ,0.137  ,1
2KKijf6Ett4kmVNJze2roh,The Git Up                                                                                      ,Blanco Brown                                                                             ,2019,56  ,0.0669      ,0.678 ,0.0             ,9  ,0.274   ,-8.635  ,1   ,0.109      ,97.984 ,4             ,0.811  ,1
4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)"                                                ,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"                                       ,2019,57  ,0.157       ,0.801 ,4.82e-06        ,8  ,0.0642  ,-4.167  ,0   ,0.228      ,95.881 ,4             ,0.617  ,1
5JEx7HbmvHQQswJCsoo9rA,Close To Me (with Diplo) (feat. Swae Lee)                                                       ,Ellie Goulding X Diplo Featuring Swae Lee                                                ,2019,58  ,0.0954      ,0.758 ,0.0             ,1  ,0.394   ,-5.029  ,0   ,0.0618     ,144.107,4             ,0.493  ,1
7rvyVWja33WG9R97oeJAjx,Envy Me                                                                                         ,Calboy                                                                                   ,2019,59  ,0.234       ,0.488 ,0.0             ,1  ,0.241   ,-7.664  ,0   ,0.27       ,149.042,4             ,0.584  ,1
6Up545NUflOiXo8cEraH49,You Say                                                                                         ,Lauren Daigle                                                                            ,2019,60  ,0.682       ,0.632 ,0.0             ,5  ,0.0869  ,-6.89   ,1   ,0.0342     ,147.873,4             ,0.0797 ,1
22oEJW6r2rMb9z4IntfyEa,"Hey Look Ma, I Made It"                                                                        ,Panic! At The Disco                                                                      ,2019,61  ,0.0137      ,0.833 ,0.0             ,5  ,0.121   ,-3.337  ,1   ,0.0695     ,107.936,4             ,0.58   ,1
21jGcNKet2qwijlDFuPiPb,Circles                                                                                         ,Post Malone                                                                              ,2019,62  ,0.192       ,0.762 ,0.00244         ,0  ,0.0863  ,-3.497  ,1   ,0.0395     ,120.042,4             ,0.553  ,1
7aEtlGHoiPAfRB084NiDmx,Beer Never Broke My Heart                                                                       ,Luke Combs                                                                               ,2019,63  ,0.0139      ,0.863 ,0.0             ,1  ,0.0874  ,-4.483  ,1   ,0.0481     ,77.001 ,4             ,0.637  ,1
7DcvwMAiqKJQD1rrdfxSDx,The London (feat. J. Cole & Travis Scott)                                                       ,"Young Thug, J. Cole & Travis Scott"                                                     ,2019,64  ,0.0247      ,0.586 ,0.0             ,4  ,0.132   ,-6.946  ,0   ,0.147      ,97.981 ,4             ,0.179  ,1
5w9c2J52mkdntKOmRLeM2m,Con Calma                                                                                       ,Daddy Yankee & Katy Perry Featuring Snow                                                 ,2019,65  ,0.11        ,0.86  ,1.94e-06        ,8  ,0.0574  ,-2.652  ,0   ,0.0593     ,93.989 ,4             ,0.656  ,1
7eBqSVxrzQZtK2mmgRG6lC,Murder On My Mind                                                                               ,YNW Melly                                                                                ,2019,66  ,0.145       ,0.73  ,3.06e-06        ,0  ,0.11    ,-7.985  ,0   ,0.0516     ,115.007,4             ,0.74   ,1
43zdsphuZLzwA9k4DJhU0I,when the party's over                                                                           ,Billie Eilish                                                                            ,2019,67  ,0.978       ,0.111 ,3.97e-05        ,4  ,0.0897  ,-14.084 ,1   ,0.0972     ,82.642 ,4             ,0.198  ,1
